EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
1736,ACTIVE,75002,F,WHITE,3,10.3,5,5000,2,5,1,4,9.59,22,3,3,9,4,46,43,46,3,3,0.18,0.25,3.5,3,26
1737,TERM,75001,F,WHITE,1,5.15,1,1000,5,4,0,2,6,25,8,6,0,0,49,46,46,3,1,-0.85,-1,4.5,0,25
1738,ACTIVE,75055,F,WHITE,1,10.3,5,5000,2,2,1,3,6.73,10,5,6,9,4,34,31,34,2,3,0.89,0.5,2,4,14
1739,TERM,75022,F,WHITE,1,8.72,5,5000,4,2,1,1,6,2,7,8,9,0,25,23,24,1,1,2.72,4,3,0,2
1740,TERM,75028,F,WHITE,1,9.76,5,5000,9,2,1,1,6,16,6,4,5,2,40,37,39,3,3,1.88,2,5.5,2,18
1741,ACTIVE,75028,F,WHITE,3,10.3,5,5000,2,1,1,4,8.7,13,8,5,4,4,37,34,37,3,3,0.4,0.25,1.5,3,17
1742,TERM,75062,M,WHITE,2,6.71,1,1000,7,3,0,4,6,0,4,3,4,1,20,17,18,1,2,0.71,-3,5,1,1
1743,TERM,75042,F,WHITE,1,12.1,14,5000,9,1,1,8,7.73,14,1,4,9,0,39,35,36,3,1,4.37,6,5,0,14
1744,ACTIVE,75032,F,WHITE,2,7.05,1,1000,7,6,0,6,6,0,3,6,4,4,21,17,21,1,3,0.26,-1.25,6.5,4,4
1745,TERM,75042,F,WHITE,1,8.22,5,5000,1,6,1,5,6,0,8,4,8,0,23,20,20,1,1,2.22,0,3.5,0,0
1746,TERM,75032,M,WHITE,2,7.14,1,1000,7,2,0,2,6,0,6,7,9,2,21,17,20,1,3,0.57,-0.5,4.5,2,2
1747,ACTIVE,75012,M,WHITE,1,18.38,25,5000,10,10,3,21,13.09,3,9,5,7,4,28,24,28,2,3,1.32,1,10,4,7
1748,ACTIVE,75020,F,WHITE,1,9.28,5,5000,6,3,1,4,6,0,3,6,2,4,23,19,23,1,3,0.82,0.25,4.5,1,4
1749,TERM,75018,F,WHITE,1,8.5,1,1000,9,1,0,8,6,17,9,8,2,1,41,38,39,3,2,2.5,-7,5,1,18
1750,TERM,75032,F,WHITE,1,6.3,1,1000,6,4,0,3,6,0,8,7,6,0,24,20,20,1,1,0.3,-2,5,0,0
1751,ACTIVE,75011,F,WHITE,1,7.35,1,1000,7,0,0,4,6,0,6,7,3,4,21,17,21,1,3,0.34,-0.75,3.5,4,4
1752,TERM,75018,F,WHITE,1,7.35,1,1000,7,0,0,5,6,14,7,4,0,3,38,35,37,3,3,0.45,-1.33,3.5,3,17
1753,ACTIVE,75062,M,WHITE,1,17.91,37,5000,3,3,4,36,9.4,3,7,6,8,4,28,24,28,2,3,2.13,0.25,3,1,7
1754,TERM,75012,F,WHITE,1,17.6,37,5000,1,5,4,29,10.22,0,5,7,5,2,24,20,23,1,3,3.69,4,3,1,2
1755,ACTIVE,75042,F,WHITE,1,21.53,37,5000,7,5,4,33,18.61,5,6,6,3,4,30,26,30,2,3,0.73,1,6,4,9
1756,TERM,75018,M,WHITE,1,16.59,37,5000,4,3,4,32,7.59,35,5,7,4,1,60,56,57,4,2,9,5,3.5,1,36
1757,ACTIVE,75032,F,WHITE,1,7.35,1,1000,7,4,0,2,6,0,4,5,4,4,21,18,21,1,3,0.34,-0.25,5.5,4,4
1758,TERM,75042,F,WHITE,1,20.1,37,5000,4,3,4,36,18.8,20,8,7,3,1,44,41,42,3,2,1.3,1,3.5,1,21
1759,TERM,75038,M,WHITE,1,6.3,1,1000,6,5,0,5,6,0,7,6,8,0,18,15,15,1,1,0.3,-4,5.5,0,0
1760,TERM,75038,M,WHITE,1,8.14,5,5000,1,8,1,5,6,37,2,6,4,0,61,58,58,4,1,2.14,0,4.5,0,37
1761,ACTIVE,75028,F,WHITE,1,9.28,3,3000,8,7,0,1,6,25,3,4,9,4,50,46,50,4,3,0.82,0.5,7.5,3,29
1762,TERM,75022,M,WHITE,1,8.5,1,1000,9,8,0,0,6,32,5,7,8,1,56,53,53,4,2,2.5,1,8.5,1,33
1763,TERM,75002,M,WHITE,1,6.5,1,1000,7,1,0,1,6,0,6,6,8,1,20,17,18,1,2,0.5,0,4,1,1
1764,TERM,75001,F,WHITE,1,6.5,1,1000,7,2,0,7,6,0,7,7,2,1,23,20,20,1,2,0.5,-6,4.5,0,1
1765,TERM,75055,F,WHITE,1,6.5,1,1000,7,2,0,6,6,0,10,7,9,1,24,20,21,1,2,0.5,-5,4.5,0,1
1766,TERM,75022,F,WHITE,1,6.5,1,1000,7,6,0,0,6,2,9,9,9,0,25,23,23,1,1,0.5,1,6.5,0,2
1767,TERM,75028,F,WHITE,1,6.5,1,1000,7,6,0,8,6,0,6,4,6,0,24,20,21,1,1,0.5,-7,6.5,0,0
1768,TERM,75022,M,WHITE,1,6.5,1,1000,7,6,0,7,6,0,4,3,6,0,23,21,21,1,1,0.5,-6,6.5,0,0
1769,ACTIVE,75002,F,WHITE,1,5.15,1,1000,5,4,0,2,6,2,9,8,10,1,23,23,23,1,2,-0.85,-1,4.5,1,3
1770,TERM,75001,M,WHITE,1,6.5,1,1000,7,1,0,7,6,0,4,5,9,0,21,17,17,1,1,0.5,-6,4,0,0
1771,ACTIVE,75055,F,WHITE,1,7.35,1,1000,7,6,0,3,6,0,10,7,10,4,21,17,21,1,3,0.34,-0.5,6.5,4,4
1772,ACTIVE,75028,M,WHITE,1,31.01,54,5000,5,3,5,47,25.38,3,3,6,1,4,27,24,27,2,3,1.41,1.75,4,4,7
1773,TERM,75028,F,WHITE,1,16.59,37,5000,4,3,4,28,12.91,25,9,6,3,1,50,46,47,3,2,3.68,9,3.5,0,26
1774,TERM,75042,M,WHITE,1,17.17,37,5000,5,1,4,36,10.99,25,3,6,9,0,49,46,46,3,1,6.18,1,3,0,25
1775,ACTIVE,75022,F,WHITE,1,10.93,5,5000,5,4,1,4,3.42,8,6,3,7,4,32,29,32,2,3,1.88,0.25,4.5,4,12
1776,TERM,75062,F,WHITE,1,13.28,17,5000,6,2,2,7,9.88,9,9,7,3,0,34,30,31,2,1,3.4,10,4,0,9
1777,TERM,75028,F,WHITE,1,20.9,37,5000,3,1,4,31,17.71,24,6,5,5,2,49,45,47,3,3,1.6,3,2,2,26
1778,TERM,75018,F,WHITE,1,6.5,1,1000,7,0,0,2,6,0,6,5,4,1,21,17,18,1,2,0.5,-1,3.5,1,1
1779,TERM,75062,F,WHITE,3,9.27,6,5000,6,4,1,1,6,0,8,7,7,2,23,19,21,1,3,1.64,2.5,5,2,2
1781,TERM,75018,F,WHITE,1,17.88,37,5000,2,2,4,36,14.75,16,3,5,9,1,41,37,38,3,2,3.13,1,2,1,17
1782,TERM,75042,F,WHITE,1,9.71,5,5000,9,7,1,1,6,0,2,5,0,0,24,21,21,1,1,3.71,4,8,0,0
1783,ACTIVE,75038,F,WHITE,1,5.15,1,1000,5,1,0,1,6,0,2,4,0,3,20,16,20,1,3,-0.28,0,3,1,3
1784,ACTIVE,75028,F,WHITE,1,18.48,19,5000,1,5,2,18,18.24,18,7,7,4,3,42,39,42,3,3,0.08,0.33,3,3,21
1785,ACTIVE,75022,F,WHITE,1,31.52,52,5000,9,6,5,50,28.67,6,8,9,7,3,30,27,30,2,3,0.95,0.67,7.5,3,9
1786,ACTIVE,75002,F,WHITE,1,77.25,95,5000,9,6,10,94,73.6,30,7,8,7,3,55,51,55,4,3,1.22,0.33,7.5,2,33
1787,TERM,75001,F,WHITE,1,8.14,6,5000,9,5,1,3,6,34,10,7,1,0,59,55,56,4,1,2.14,3,7,0,34
1788,ACTIVE,75028,F,WHITE,1,7.35,1,1000,7,6,0,7,6.1,0,8,5,6,3,20,17,20,1,3,0.42,-2,6.5,3,3
1789,TERM,75055,F,WHITE,1,28.56,52,5000,5,2,5,44,28.42,5,2,2,1,2,29,26,28,2,3,0.07,4,3.5,2,7
1790,ACTIVE,75022,F,WHITE,1,7.27,1,1000,7,0,0,1,2.32,0,3,3,9,3,24,21,24,1,3,1.65,0,3.5,3,3
1791,TERM,75028,F,WHITE,1,20.19,41,5000,8,4,4,39,15.81,26,5,4,9,0,49,47,48,3,1,4.38,2,6,0,26
1792,ACTIVE,75028,F,WHITE,1,16.67,21,5000,0,4,2,14,10.33,22,10,6,9,3,47,43,47,3,3,2.11,2.33,2,3,25
1793,ACTIVE,75028,F,WHITE,1,19.54,41,5000,1,7,4,35,14.99,6,5,8,2,3,30,27,30,2,3,1.52,2,4,3,9
1794,ACTIVE,75042,F,WHITE,1,21.23,39,5000,8,4,4,38,13.04,5,3,6,8,3,30,26,30,2,3,2.73,0.33,6,1,8
1795,ACTIVE,75032,F,WHITE,1,14.67,18,5000,4,1,2,8,6,2,7,5,1,3,26,23,26,2,3,2.89,3.33,2.5,3,5
1796,TERM,75020,M,WHITE,1,16.13,4,4000,5,0,0,1,8.44,20,6,6,5,0,44,41,41,3,1,7.69,3,2.5,0,20
1797,ACTIVE,75028,F,WHITE,1,7.35,1,1000,7,1,0,7,6,0,4,5,5,3,18,14,18,1,3,0.45,-2,4,3,3
1798,TERM,75042,M,WHITE,1,6.5,1,1000,7,3,0,1,6,0,7,8,0,1,21,18,18,1,2,0.5,0,5,1,1
1799,TERM,75032,F,WHITE,1,6.3,1,1000,6,0,0,2,6,21,7,7,3,0,45,42,42,3,1,0.3,-1,3,0,21
1800,ACTIVE,75011,F,WHITE,1,22.26,56,5000,7,1,6,54,20.72,2,7,5,0,3,26,23,26,2,3,0.51,0.67,4,3,5
1801,TERM,75018,F,WHITE,1,6.63,1,1000,7,3,0,5,6,0,7,8,3,2,21,17,19,1,3,0.32,-2,5,2,2
1802,TERM,75062,F,WHITE,1,5.15,1,1000,5,1,0,7,6,0,4,4,9,2,20,17,18,1,3,-0.43,-3,3,1,2
1803,ACTIVE,75012,F,WHITE,1,7.35,1,1000,7,3,0,0,6,0,0,3,2,3,20,17,20,1,3,0.45,0.33,5,3,3
1804,ACTIVE,75018,F,WHITE,2,10.3,5,5000,2,8,1,0,9.11,0,6,4,7,3,21,18,21,1,3,0.4,1.67,5,1,3
1805,TERM,75032,F,WHITE,1,8.76,6,5000,3,0,1,2,6,20,5,4,5,0,45,41,42,3,1,2.76,4,1.5,0,20
1806,TERM,75042,F,WHITE,1,13.28,17,5000,6,4,2,15,4.51,5,0,3,3,0,29,26,26,2,1,8.77,2,5,0,5
1807,TERM,75038,F,WHITE,1,6.5,1,1000,7,7,0,6,6,0,2,4,8,0,20,17,17,1,1,0.5,-5,7,0,0
1808,TERM,75028,F,WHITE,1,6.45,3,3000,9,0,0,1,6,25,3,4,2,0,49,46,46,3,1,0.45,2,4.5,0,25
1809,ACTIVE,75022,M,WHITE,1,14.09,17,5000,10,4,2,10,5.87,27,7,7,7,3,51,48,51,4,3,2.74,2.33,7,3,30
1810,TERM,75002,M,WHITE,1,8,1,1000,8,1,0,2,6,26,3,4,1,2,50,47,48,3,3,1,-0.5,4.5,2,28
1811,ACTIVE,75001,F,WHITE,1,8.92,6,5000,4,4,1,5,6,11,5,3,2,3,35,32,35,3,3,0.97,0.33,4,3,14
1812,TERM,75055,F,WHITE,1,8.66,2,2000,7,0,0,7,6,31,7,5,2,2,55,52,53,4,3,1.33,-2.5,3.5,1,33
1813,TERM,75028,F,WHITE,1,17.17,37,5000,5,4,4,29,8.68,24,9,5,2,0,48,45,45,3,1,8.49,8,4.5,0,24
1814,TERM,75022,F,WHITE,1,14.09,17,5000,10,1,2,12,13.12,26,6,4,9,2,50,47,48,3,3,0.49,2.5,5.5,1,28
1815,ACTIVE,75028,F,WHITE,1,9.21,6,5000,5,5,1,2,6,30,2,3,1,3,54,51,54,4,3,1.07,1.33,5,3,33
1816,TERM,75011,F,WHITE,1,8.76,6,5000,3,2,1,2,6,5,4,5,1,0,29,26,26,2,1,2.76,4,2.5,0,5
1817,ACTIVE,75018,F,WHITE,1,9.91,6,5000,9,0,1,2,7.51,23,7,4,2,3,47,44,47,3,3,0.8,1.33,4.5,3,26
1818,ACTIVE,75062,M,WHITE,1,9.28,5,5000,6,2,1,4,6,32,4,4,8,3,56,53,56,4,3,1.09,0.33,4,1,35
1819,TERM,75012,F,WHITE,1,8.74,5,5000,4,0,1,2,5.34,1,1,3,7,0,25,22,22,1,1,3.4,3,2,0,1
1820,ACTIVE,75028,F,WHITE,1,10.93,5,5000,5,0,1,4,7.02,4,9,5,6,3,28,25,28,2,3,1.3,0.33,2.5,3,7
1821,TERM,75018,F,WHITE,2,8.94,6,5000,4,2,1,3,7.66,0,0,1,9,1,23,20,21,1,2,1.28,3,3,1,1
1822,TERM,75032,F,BLACK,1,14.34,17,5000,4,0,2,13,9.29,25,9,9,4,0,49,46,46,3,1,5.05,4,2,0,25
1823,ACTIVE,75042,F,WHITE,1,25.26,54,5000,4,1,5,53,19.4,4,1,1,1,3,28,25,28,2,3,1.95,0.33,2.5,3,7
1824,ACTIVE,75038,F,WHITE,1,8,1,1000,8,5,0,5,1.48,23,3,3,2,3,46,44,46,3,3,2.17,-1.33,6.5,3,26
1825,ACTIVE,75028,F,WHITE,1,7.48,3,3000,2,2,0,3,6,35,9,7,2,3,58,56,58,4,3,0.49,0,2,3,38
1826,ACTIVE,75022,F,WHITE,1,14.09,17,5000,10,8,2,7,8.41,7,3,2,7,3,31,28,31,2,3,1.89,3.33,9,2,10
1827,TERM,75002,F,WHITE,3,8.76,6,5000,3,3,1,3,6,3,9,10,7,0,27,24,24,1,1,2.76,3,3,0,3
1828,TERM,75001,F,WHITE,1,14.47,13,5000,8,2,1,8,11.36,29,3,3,4,0,53,50,51,4,1,3.11,5,5,0,29
1829,ACTIVE,75055,F,WHITE,1,10.93,5,5000,5,4,1,1,7.29,8,0,5,7,3,32,29,32,2,3,1.21,1.33,4.5,3,11
1830,ACTIVE,75022,F,WHITE,1,21.53,37,5000,7,2,4,35,17.08,10,8,6,9,3,33,31,33,2,3,1.48,0.67,4.5,3,13
1831,ACTIVE,75028,F,WHITE,1,9.87,8,5000,9,0,1,5,6,30,4,6,9,3,54,51,54,4,3,1.29,1,4.5,3,33
1832,ACTIVE,75028,F,WHITE,1,25,37,5000,5,3,4,32,23.22,15,9,8,2,1,37,36,37,3,2,1.78,5,4,1,16
1834,TERM,75032,M,WHITE,1,7.96,5,5000,10,9,1,2,6,34,9,6,8,0,58,55,55,4,1,1.96,3,9.5,0,34
1835,TERM,75020,M,WHITE,1,11.51,5,5000,8,5,1,3,6,4,2,4,5,1,28,25,26,2,2,5.51,2,6.5,0,5
1836,ACTIVE,75011,F,WHITE,3,17.91,37,5000,3,2,4,31,15.75,20,2,5,5,3,44,41,44,3,3,0.72,2,2.5,2,23
1837,ACTIVE,75018,F,WHITE,1,17.91,37,5000,3,2,4,36,14.05,1,7,7,6,3,24,22,24,1,3,1.29,0.33,2.5,2,4
1838,ACTIVE,75062,F,WHITE,1,17.91,37,5000,3,2,4,31,8.68,10,2,3,7,3,34,31,34,2,3,3.08,2,2.5,2,13
1839,ACTIVE,75012,F,WHITE,1,17.6,37,5000,1,8,4,35,15.46,12,1,1,7,3,36,33,36,3,3,0.71,0.67,4.5,2,15
1840,ACTIVE,75018,F,WHITE,3,22.52,55,5000,9,1,6,53,19.07,22,5,4,3,3,46,43,46,3,3,1.15,0.67,5,2,25
1841,ACTIVE,75032,F,WHITE,1,7.05,1,1000,7,2,0,4,6,0,0,4,10,3,19,16,19,1,3,0.35,-1,4.5,3,3
1842,ACTIVE,75042,M,WHITE,1,7.05,1,1000,7,1,0,3,0.62,0,6,4,7,3,19,17,19,1,3,2.14,-0.67,4,3,3
1843,TERM,75038,M,WHITE,1,6.5,1,1000,7,2,0,4,6,0,2,5,2,0,23,21,21,1,1,0.5,-3,4.5,0,0
1844,TERM,75028,F,WHITE,1,6.5,1,1000,7,5,0,2,6,1,10,6,8,0,24,22,22,1,1,0.5,-1,6,0,1
1845,TERM,75022,F,WHITE,1,6.5,1,1000,7,0,0,7,6,0,10,9,3,0,21,20,20,1,1,0.5,-6,3.5,0,0
1846,TERM,75002,F,WHITE,1,6.5,1,1000,7,7,0,5,6,0,9,7,3,0,24,21,21,1,1,0.5,-4,7,0,0
1847,TERM,75001,F,WHITE,1,6.5,1,1000,7,6,0,1,6,0,1,3,5,0,22,20,20,1,1,0.5,0,6.5,0,0
1848,TERM,75018,F,WHITE,1,6.5,1,1000,7,2,0,4,1.58,0,2,2,0,0,22,21,21,1,1,4.92,-3,4.5,0,0
1849,TERM,75018,F,WHITE,1,8,6,5000,8,2,1,5,6.16,0,9,8,4,0,22,20,20,1,1,1.84,1,5,0,0
1850,TERM,75055,F,WHITE,1,6.5,1,1000,7,1,0,1,6,0,7,5,4,0,22,19,20,1,1,0.5,0,4,0,0
1851,TERM,75022,F,WHITE,1,6.5,1,1000,7,6,0,2,6,0,8,9,9,0,22,19,19,1,1,0.5,-1,6.5,0,0
1852,TERM,75055,F,WHITE,1,6.5,1,1000,7,2,0,2,6,1,3,6,9,0,24,22,22,1,1,0.5,-1,4.5,0,1
1853,ACTIVE,75022,M,WHITE,1,84.13,95,5000,2,5,10,85,76.3,10,0,3,2,2,34,31,34,2,3,3.92,5,3.5,2,12
1854,TERM,75022,M,WHITE,1,14.66,4,4000,9,6,0,5,13.35,2,9,8,6,1,25,23,24,1,2,1.31,-1,7.5,1,3
1855,ACTIVE,75032,F,WHITE,1,8.63,5,5000,3,4,1,2,3.98,0,3,4,8,2,22,20,22,1,3,2.33,1.5,3.5,2,2
1856,TERM,75018,M,WHITE,1,6.5,1,1000,7,3,0,1,6,0,8,8,1,0,21,20,20,1,1,0.5,0,5,0,0
1857,ACTIVE,75062,F,WHITE,1,7.05,1,1000,7,5,0,6,6,0,5,6,4,3,19,16,19,1,3,0.35,-1.67,6,3,3
1858,ACTIVE,75012,F,WHITE,1,7.05,1,1000,7,2,0,1,6,0,2,2,5,3,19,16,19,1,3,0.35,0,4.5,3,3
1859,TERM,75020,F,WHITE,1,6.83,1,1000,7,1,0,4,6,0,2,5,6,1,18,15,17,1,2,0.83,-3,4,1,1
1860,ACTIVE,75028,F,WHITE,1,8.36,2,2000,7,1,0,2,6,2,2,1,8,3,25,23,25,2,3,0.79,0,4,1,5
1861,TERM,75001,F,WHITE,1,14.62,36,5000,6,3,4,31,7.31,22,8,6,3,0,45,43,43,3,1,7.31,5,4.5,0,22
1862,TERM,75042,F,WHITE,1,14.62,36,5000,6,0,4,31,8.17,2,1,5,0,0,25,23,23,1,1,6.45,5,3,0,2
1863,TERM,75032,M,WHITE,1,7.05,1,1000,7,4,0,2,6,0,3,2,10,2,18,15,17,1,3,0.53,-0.5,5.5,2,2
1864,TERM,75022,F,WHITE,1,17.39,37,5000,3,5,4,36,8.48,11,4,6,1,0,34,32,32,2,1,8.91,1,4,0,11
1865,ACTIVE,75028,F,HISPANIC,1,7.48,3,3000,2,5,0,2,6,21,0,3,6,3,44,42,44,3,3,0.49,0.33,3.5,3,24
1866,TERM,75020,F,WHITE,2,12.32,5,5000,2,7,1,2,7.55,13,3,2,9,2,36,34,36,3,3,2.39,1.5,4.5,2,15
1867,TERM,75032,M,WHITE,1,54.36,95,5000,4,6,10,89,47.2,11,0,0,2,1,35,32,33,2,2,7.16,6,5,1,12
1868,TERM,75011,F,WHITE,1,7.05,1,1000,7,5,0,7,6,0,5,3,5,1,20,17,18,1,2,1.05,-6,6,1,1
1869,ACTIVE,75028,F,WHITE,1,7.05,1,1000,7,3,0,7,6,0,0,1,6,3,18,15,18,1,3,0.35,-2,5,3,3
1870,ACTIVE,75018,F,WHITE,1,21.53,37,5000,7,6,4,36,17.95,7,2,4,2,3,31,28,31,2,3,1.19,0.33,6.5,1,10
1871,TERM,75018,F,WHITE,1,7.05,1,1000,7,3,0,7,6,0,4,4,5,2,19,16,18,1,3,0.53,-3,5,2,2
1872,TERM,75062,F,WHITE,1,7.05,1,1000,7,2,0,7,6,0,2,4,0,1,19,17,18,1,2,1.05,-6,4.5,1,1
1873,TERM,75012,F,WHITE,1,6.43,1,1000,6,3,0,3,6,0,10,9,8,0,19,16,16,1,1,0.43,-2,4.5,0,0
1874,ACTIVE,75018,F,WHITE,1,7.05,1,1000,7,4,0,2,6,0,9,9,3,2,19,16,19,1,3,0.53,-0.5,5.5,2,2
1875,ACTIVE,75032,M,WHITE,1,7.05,1,1000,7,1,0,4,6,0,3,4,4,2,20,17,20,1,3,0.53,-1.5,4,2,2
1876,TERM,75042,F,WHITE,1,8.94,6,5000,4,4,1,3,5.1,9,3,2,5,0,33,30,30,2,1,3.84,3,4,0,9
1877,TERM,75038,F,WHITE,1,8.66,6,5000,2,1,1,3,6,3,6,3,7,1,26,24,25,2,2,2.66,3,1.5,1,4
1878,ACTIVE,75028,F,WHITE,1,17.91,37,5000,3,2,4,35,11.05,6,3,6,8,2,29,27,29,2,3,3.43,1,2.5,2,8
1879,ACTIVE,75022,F,WHITE,1,15.9,18,5000,6,6,2,13,7.1,18,8,6,1,2,41,39,41,3,3,4.4,2.5,6,2,20
1880,ACTIVE,75002,M,WHITE,1,12.22,14,5000,1,9,1,10,10.39,21,10,8,2,2,44,42,44,3,3,0.92,2,5,1,23
1881,TERM,75001,F,WHITE,1,8.94,6,5000,4,6,1,2,6,3,9,9,9,1,26,24,24,1,2,2.94,4,5,1,4
1882,ACTIVE,75055,M,WHITE,1,15.04,21,5000,6,2,2,20,12.14,23,5,6,5,2,46,44,46,3,3,1.45,0.5,4,1,25
1883,ACTIVE,75022,M,WHITE,1,32.72,58,5000,8,3,6,49,25.31,7,9,5,3,2,31,28,31,2,3,3.71,4.5,5.5,2,9
1884,ACTIVE,75028,F,WHITE,1,5.15,1,1000,5,0,0,7,6,0,0,1,8,2,21,19,21,1,3,-0.43,-3,2.5,1,2
1885,TERM,75028,M,WHITE,1,25.75,39,5000,4,2,4,35,24.32,10,7,6,9,1,33,31,32,2,2,1.43,4,3,1,11
1886,ACTIVE,75062,M,WHITE,1,98.56,95,5000,3,0,10,88,89.75,26,3,3,7,2,49,47,49,3,3,4.41,3.5,1.5,2,28
1887,ACTIVE,75042,F,WHITE,1,5.15,1,1000,5,0,0,2,6,0,7,8,5,1,20,19,20,1,2,-0.85,-1,2.5,1,1
1888,TERM,75032,F,WHITE,1,5.15,1,1000,5,4,0,9,6,0,3,7,8,1,19,17,18,1,2,-0.85,-8,4.5,1,1
1889,ACTIVE,75020,F,WHITE,2,13.57,17,5000,1,5,2,9,13.05,30,0,1,9,2,53,51,53,4,3,0.26,4,3,2,32
1890,ACTIVE,75011,F,WHITE,1,7.05,1,1000,7,1,0,4,6,21,1,2,6,2,44,42,44,3,3,0.53,-1.5,4,2,23
1891,TERM,75018,F,BLACK,1,15.46,18,5000,8,4,2,14,7.5,14,2,2,5,1,37,35,36,3,2,7.96,4,6,0,15
1892,ACTIVE,75018,F,WHITE,1,15.46,18,5000,8,4,2,12,14.09,5,8,7,4,2,29,26,29,2,3,0.69,3,6,1,7
1893,ACTIVE,75062,M,WHITE,1,8.5,1,1000,9,3,0,8,6,24,4,5,3,2,47,45,47,3,3,1.25,-3.5,6,2,26
1894,ACTIVE,75032,M,WHITE,1,19.12,43,5000,2,1,4,39,11.06,4,6,6,9,2,28,25,28,2,3,4.03,2,1.5,2,6
1895,ACTIVE,75020,F,WHITE,1,7.05,1,1000,7,2,0,7,6,26,8,5,2,2,49,47,49,3,3,0.53,-3,4.5,2,28
1896,ACTIVE,75011,F,WHITE,1,7.05,1,1000,7,2,0,2,6,0,7,7,1,2,19,17,19,1,3,0.53,-0.5,4.5,2,2
1897,ACTIVE,75020,F,WHITE,1,7.05,1,1000,7,4,0,0,1.05,0,5,4,10,2,19,17,19,1,3,3,0.5,5.5,2,2
1898,ACTIVE,75012,F,WHITE,1,7.05,1,1000,7,7,0,1,6,0,6,4,8,2,19,17,19,1,3,0.53,0,7,2,2
1899,ACTIVE,75018,F,WHITE,1,7.05,1,1000,7,3,0,1,6,0,3,4,1,2,18,16,18,1,3,0.53,0,5,2,2
1900,TERM,75032,M,WHITE,1,7.05,1,1000,7,2,0,4,6.85,0,6,5,3,1,18,16,18,1,2,0.2,-3,4.5,1,1
1901,ACTIVE,75018,F,WHITE,1,32.47,52,5000,8,5,5,42,24.61,7,6,5,9,2,30,28,30,2,3,3.93,5,6.5,2,9
1902,ACTIVE,75032,F,WHITE,1,12.33,13,5000,0,1,1,7,6,50,9,6,5,2,73,71,73,4,3,3.17,3,0.5,2,52
1903,TERM,75042,F,WHITE,1,10,5,5000,0,1,1,0,6,2,7,4,7,0,25,23,24,1,1,4,5,0.5,0,2
1904,TERM,75038,M,WHITE,1,8.2,5,5000,1,4,1,3,6,13,5,5,9,1,36,34,34,2,2,2.2,2,2.5,1,14
1905,TERM,75028,F,WHITE,1,6.58,3,3000,10,2,0,0,6,0,2,2,1,0,23,21,21,1,1,0.58,3,6,0,0
1906,ACTIVE,75028,F,WHITE,1,8.92,5,5000,5,0,1,5,6,19,9,7,4,2,42,40,42,3,3,1.46,0,2.5,2,21
1907,ACTIVE,75022,F,WHITE,3,9.55,6,5000,7,4,1,3,2.41,8,1,3,3,2,31,29,31,2,3,3.57,1.5,5.5,2,10
1908,TERM,75002,M,WHITE,1,16.94,4,4000,8,0,0,3,7.63,4,4,7,8,1,27,25,26,2,2,9.31,1,4,1,5
1909,TERM,75001,F,WHITE,1,19,37,5000,3,0,4,32,16.14,7,7,6,8,0,30,28,28,2,1,2.86,5,1.5,0,7
1910,ACTIVE,75055,F,WHITE,1,7.05,1,1000,7,2,0,4,6,47,2,5,1,2,70,68,70,4,3,0.53,-1.5,4.5,2,49
1911,ACTIVE,75022,M,WHITE,1,10.56,9,5000,5,4,1,3,6,40,9,7,9,2,63,61,63,4,3,2.28,3,4.5,1,42
1912,ACTIVE,75028,F,WHITE,1,27.24,1,1000,7,1,0,7,26.65,27,6,6,5,2,50,48,50,4,3,0.3,-3,4,2,29
1913,ACTIVE,75028,F,WHITE,1,17.89,39,5000,8,2,4,37,8.58,33,8,5,7,2,56,54,56,4,3,4.66,1,5,2,35
1914,ACTIVE,75042,F,WHITE,1,15.04,21,5000,6,5,2,13,12.8,1,5,6,8,2,23,22,23,1,3,1.12,4,5.5,2,3
1915,ACTIVE,75062,F,WHITE,1,8.5,1,1000,9,0,0,6,6,6,5,3,2,2,29,27,29,2,3,1.25,-2.5,4.5,2,8
1916,ACTIVE,75032,F,WHITE,1,10.3,5,5000,2,1,1,4,6,5,5,6,7,2,27,26,27,2,3,2.15,0.5,1.5,2,7
1917,TERM,75020,F,WHITE,1,9.87,8,5000,9,9,1,3,3.88,34,3,6,8,0,57,55,55,4,1,5.99,5,9,0,34
1918,ACTIVE,75012,M,WHITE,1,182.69,95,5000,6,1,10,88,174.16,33,4,3,9,2,56,54,56,4,3,4.27,3.5,3.5,2,35
1919,TERM,75011,F,WHITE,1,8.55,5,5000,3,0,1,2,6,13,8,6,3,0,36,34,35,3,1,2.55,3,1.5,0,13
1920,ACTIVE,75018,F,WHITE,3,19.57,37,5000,4,1,4,31,9.67,9,9,8,3,2,32,30,32,2,3,4.95,3,2.5,2,11
1921,ACTIVE,75062,F,WHITE,1,9.28,7,5000,5,1,1,3,6,7,1,3,9,2,30,28,30,2,3,1.64,2,3,2,9
1922,ACTIVE,75018,F,WHITE,1,10.56,9,5000,5,4,1,4,6,4,10,7,2,2,26,25,26,2,3,2.28,2.5,4.5,2,6
